,house_type,house_size,location,price,numBalconies,numBathrooms,SecurityDeposit,Status,category,numBedrooms,ratio_per_room,PricePerSqft
3817,3 BHK Apartment ,2550,Lower Parel,330000,4.0,6.0," 6,00,000",Semi-Furnished,apartment,3,110000.0,129.41176470588235
3818,1 BHK Apartment ,600,Ghansoli,15000,1.0,1.0," 45,000",Unfurnished,apartment,1,15000.0,25.0
3819,1 BHK Apartment ,640,Ghansoli,18000,1.0,2.0," 50,000",Unfurnished,apartment,1,18000.0,28.125
3820,1 BHK Apartment ,645,Ghansoli,20000,3.0,2.0," 60,000",Unfurnished,apartment,1,20000.0,31.007751937984494
3821,2 BHK Apartment ,785,Kandivali West,35000,,2.0," 1,50,000",Semi-Furnished,apartment,2,17500.0,44.5859872611465
3822,2 BHK Apartment ,1100,Kandivali West,52000,,2.0," 2,50,000",Semi-Furnished,apartment,2,26000.0,47.27272727272727
3823,1 BHK Apartment ,430,Malad East,25000,1.0,1.0," 75,000",Semi-Furnished,apartment,1,25000.0,58.13953488372093
3824,1 BHK Apartment ,500,Kandivali West,28000,,2.0," 1,00,000",Semi-Furnished,apartment,1,28000.0,56.0
3825,1 BHK Apartment ,400,Borivali West,18000,,1.0," 50,000",Unfurnished,apartment,1,18000.0,45.0
3826,1 BHK Apartment ,580,Borivali West,25000,,1.0," 1,00,000",Semi-Furnished,apartment,1,25000.0,43.10344827586207
3827,2 BHK Apartment ,700,Devidas Cross Lane,32000,,2.0," 1,00,000",Semi-Furnished,apartment,2,16000.0,45.714285714285715
3828,1 RK Studio Apartment ,400,Devidas Rd,17000,,," 60,000",Semi-Furnished,studio,1,17000.0,42.5
3829,2 BHK Apartment ,954,Borivali West,35000,1.0,2.0," 1,50,000",Semi-Furnished,apartment,2,17500.0,36.687631027253666
3830,2 BHK Apartment ,950,Kalyan West,20000,2.0,2.0," 1,00,000",Unfurnished,apartment,2,10000.0,21.05263157894737
3831,2 BHK Apartment ,900,Kalyan West,16500,2.0,2.0," 80,000",Unfurnished,apartment,2,8250.0,18.333333333333332
3832,1 BHK Apartment ,620,Ghodbunder Road,14500,2.0,2.0," 65,000",Furnished,apartment,1,14500.0,23.387096774193548
3833,1 BHK Apartment ,650,Thane West,12500,2.0,2.0," 50,000",Unfurnished,apartment,1,12500.0,19.23076923076923
3834,2 BHK Apartment ,929,Thane West,16500,4.0,2.0," 60,000",Unfurnished,apartment,2,8250.0,17.761033369214207
3835,1 BHK Apartment ,620,Kasar vadavali,13000,3.0,2.0," 50,000",Unfurnished,apartment,1,13000.0,20.967741935483872
3836,1 BHK Apartment ,730,Thane West,16800,3.0,1.0," 60,000",Semi-Furnished,apartment,1,16800.0,23.013698630136986
3837,1 BHK Apartment ,640,Thane West,13500,3.0,2.0," 50,000",Semi-Furnished,apartment,1,13500.0,21.09375
3838,2 BHK Apartment ,690,Kanjurmarg,27000,,2.0,No Deposit,Semi-Furnished,apartment,2,13500.0,39.130434782608695
3839,2 BHK Apartment ,1250,Nerul,60000,,2.0,No Deposit,Furnished,apartment,2,30000.0,48.0
3840,2 BHK Apartment ,950,Vikhroli,60000,,2.0,No Deposit,Semi-Furnished,apartment,2,30000.0,63.1578947368421
3841,2 BHK Apartment ,1100,Vikhroli,75000,,2.0,No Deposit,Semi-Furnished,apartment,2,37500.0,68.18181818181819
3842,2 BHK Apartment ,950,Vikhroli,75000,,2.0,No Deposit,Furnished,apartment,2,37500.0,78.94736842105263
3843,2 BHK Apartment ,995,Vikhroli,58000,,2.0,No Deposit,Semi-Furnished,apartment,2,29000.0,58.29145728643216
3844,1 BHK Apartment ,665,Vikhroli,39000,,1.0,No Deposit,Semi-Furnished,apartment,1,39000.0,58.64661654135338
3845,1 BHK Apartment ,780,Andheri West,54000,,2.0,No Deposit,Furnished,apartment,1,54000.0,69.23076923076923
3846,2 BHK Apartment ,1060,Andheri West,55000,,2.0,No Deposit,Furnished,apartment,2,27500.0,51.886792452830186
3847,3 BHK Apartment ,1350,Andheri West,85000,,3.0,No Deposit,Furnished,apartment,3,28333.333333333332,62.96296296296296
3848,6 BHK Villa ,5200,Juhu,350000,,6.0,No Deposit,Furnished,villa,6,58333.333333333336,67.3076923076923
3849,2 BHK Apartment ,1055,DN Nagar,55000,,2.0,No Deposit,Furnished,apartment,2,27500.0,52.132701421800945
3850,2 BHK Apartment ,1100,Andheri West,80000,,2.0,No Deposit,Furnished,apartment,2,40000.0,72.72727272727273
3851,1 BHK Apartment ,715,Andheri West,50000,,1.0,No Deposit,Furnished,apartment,1,50000.0,69.93006993006993
3852,3 BHK Apartment ,1600,Andheri West,100000,,3.0,No Deposit,Furnished,apartment,3,33333.333333333336,62.5
3853,2 BHK Apartment ,1008,Mulund West,38000,,2.0,No Deposit,Semi-Furnished,apartment,2,19000.0,37.698412698412696
3854,2 BHK Apartment ,1008,Mulund West,38000,,2.0,No Deposit,Semi-Furnished,apartment,2,19000.0,37.698412698412696
3855,2 BHK Apartment ,1008,Mulund West,38000,,2.0,No Deposit,Semi-Furnished,apartment,2,19000.0,37.698412698412696
3856,2 BHK Apartment ,1008,Mulund West,38000,,2.0,No Deposit,Semi-Furnished,apartment,2,19000.0,37.698412698412696
3857,2 BHK Apartment ,1008,Mulund West,38000,,2.0,No Deposit,Semi-Furnished,apartment,2,19000.0,37.698412698412696
3858,2 BHK Apartment ,1008,Mulund West,38000,,2.0,No Deposit,Semi-Furnished,apartment,2,19000.0,37.698412698412696
3859,2 BHK Apartment ,1008,Mulund West,38000,,2.0,No Deposit,Semi-Furnished,apartment,2,19000.0,37.698412698412696
3860,2 BHK Apartment ,1008,Mulund West,38000,,2.0,No Deposit,Semi-Furnished,apartment,2,19000.0,37.698412698412696
3861,2 BHK Apartment ,1008,Mulund West,38000,,2.0,No Deposit,Semi-Furnished,apartment,2,19000.0,37.698412698412696
3862,2 BHK Apartment ,1008,Mulund West,38000,,2.0,No Deposit,Semi-Furnished,apartment,2,19000.0,37.698412698412696
3863,2 BHK Apartment ,1008,Mulund West,38000,,2.0,No Deposit,Semi-Furnished,apartment,2,19000.0,37.698412698412696
3864,2 BHK Apartment ,1008,Mulund West,38000,,2.0,No Deposit,Semi-Furnished,apartment,2,19000.0,37.698412698412696
3865,2 BHK Apartment ,1008,Mulund West,38000,,2.0,No Deposit,Semi-Furnished,apartment,2,19000.0,37.698412698412696
3866,2 BHK Apartment ,1008,Mulund West,38000,,2.0,No Deposit,Semi-Furnished,apartment,2,19000.0,37.698412698412696
3867,2 BHK Apartment ,1008,Mulund West,38000,,2.0,No Deposit,Semi-Furnished,apartment,2,19000.0,37.698412698412696
3868,2 BHK Apartment ,1008,Mulund West,38000,,2.0,No Deposit,Semi-Furnished,apartment,2,19000.0,37.698412698412696
3869,2 BHK Apartment ,1008,Mulund West,38000,,2.0,No Deposit,Semi-Furnished,apartment,2,19000.0,37.698412698412696
3870,2 BHK Apartment ,1008,Mulund West,38000,,2.0,No Deposit,Semi-Furnished,apartment,2,19000.0,37.698412698412696
3871,2 BHK Apartment ,740,Kanjurmarg,28000,,2.0,No Deposit,Semi-Furnished,apartment,2,14000.0,37.83783783783784
3872,2 BHK Apartment ,740,Kanjurmarg,28000,,2.0,No Deposit,Semi-Furnished,apartment,2,14000.0,37.83783783783784
3873,2 BHK Apartment ,950,Kanjurmarg,35000,,2.0,No Deposit,Semi-Furnished,apartment,2,17500.0,36.8421052631579
3874,2 BHK Apartment ,950,Kanjurmarg,35000,,2.0,No Deposit,Semi-Furnished,apartment,2,17500.0,36.8421052631579
3875,2 BHK Apartment ,740,Kanjurmarg,28000,,2.0,No Deposit,Semi-Furnished,apartment,2,14000.0,37.83783783783784
3876,2 BHK Apartment ,950,Kanjurmarg,35000,,2.0,No Deposit,Semi-Furnished,apartment,2,17500.0,36.8421052631579
3877,2 BHK Apartment ,740,Kanjurmarg,28000,,2.0,No Deposit,Semi-Furnished,apartment,2,14000.0,37.83783783783784
3878,2 BHK Apartment ,740,Kanjurmarg,28000,,2.0,No Deposit,Semi-Furnished,apartment,2,14000.0,37.83783783783784
3879,2 BHK Apartment ,950,Kanjurmarg,35000,,2.0,No Deposit,Semi-Furnished,apartment,2,17500.0,36.8421052631579
3880,2 BHK Apartment ,950,Kanjurmarg,35000,,2.0,No Deposit,Semi-Furnished,apartment,2,17500.0,36.8421052631579
3881,2 BHK Apartment ,950,Kanjurmarg,35000,,2.0,No Deposit,Semi-Furnished,apartment,2,17500.0,36.8421052631579
3882,2 BHK Apartment ,740,Kanjurmarg,28000,,2.0,No Deposit,Semi-Furnished,apartment,2,14000.0,37.83783783783784
3883,2 BHK Apartment ,950,Kanjurmarg,35000,,2.0,No Deposit,Semi-Furnished,apartment,2,17500.0,36.8421052631579
3884,2 BHK Apartment ,950,Kanjurmarg,35000,,2.0,No Deposit,Semi-Furnished,apartment,2,17500.0,36.8421052631579
3885,2 BHK Apartment ,950,Kanjurmarg,35000,,2.0,No Deposit,Semi-Furnished,apartment,2,17500.0,36.8421052631579
3886,2 BHK Apartment ,740,Kanjurmarg,28000,,2.0,No Deposit,Semi-Furnished,apartment,2,14000.0,37.83783783783784
3887,2 BHK Apartment ,950,Kanjurmarg,35000,,2.0,No Deposit,Semi-Furnished,apartment,2,17500.0,36.8421052631579
3888,2 BHK Apartment ,740,Kanjurmarg,28000,,2.0,No Deposit,Semi-Furnished,apartment,2,14000.0,37.83783783783784
3889,2 BHK Apartment ,740,Kanjurmarg,28000,,2.0,No Deposit,Semi-Furnished,apartment,2,14000.0,37.83783783783784
3890,2 BHK Apartment ,740,Kanjurmarg,28000,,2.0,No Deposit,Semi-Furnished,apartment,2,14000.0,37.83783783783784
3891,2 BHK Apartment ,950,Kanjurmarg,35000,,2.0,No Deposit,Semi-Furnished,apartment,2,17500.0,36.8421052631579
3892,2 BHK Apartment ,740,Kanjurmarg,28000,,2.0,No Deposit,Semi-Furnished,apartment,2,14000.0,37.83783783783784
3893,2 BHK Apartment ,740,Kanjurmarg,28000,,2.0,No Deposit,Semi-Furnished,apartment,2,14000.0,37.83783783783784
3894,2 BHK Apartment ,950,Kanjurmarg,35000,,2.0,No Deposit,Semi-Furnished,apartment,2,17500.0,36.8421052631579
3895,2 BHK Apartment ,740,Kanjurmarg,28000,,2.0,No Deposit,Semi-Furnished,apartment,2,14000.0,37.83783783783784
3896,2 BHK Apartment ,950,Kanjurmarg,35000,,2.0,No Deposit,Semi-Furnished,apartment,2,17500.0,36.8421052631579
3897,2 BHK Apartment ,740,Kanjurmarg,28000,,2.0,No Deposit,Semi-Furnished,apartment,2,14000.0,37.83783783783784
3898,2 BHK Apartment ,950,Kanjurmarg,35000,,2.0,No Deposit,Semi-Furnished,apartment,2,17500.0,36.8421052631579
3899,2 BHK Apartment ,740,Kanjurmarg,28000,,2.0,No Deposit,Semi-Furnished,apartment,2,14000.0,37.83783783783784
3900,2 BHK Apartment ,740,Kanjurmarg,28000,,2.0,No Deposit,Semi-Furnished,apartment,2,14000.0,37.83783783783784
3901,2 BHK Apartment ,950,Kanjurmarg,35000,,2.0,No Deposit,Semi-Furnished,apartment,2,17500.0,36.8421052631579
3902,2 BHK Apartment ,950,Kanjurmarg,35000,,2.0,No Deposit,Semi-Furnished,apartment,2,17500.0,36.8421052631579
3903,2 BHK Apartment ,740,Kanjurmarg,28000,,2.0,No Deposit,Semi-Furnished,apartment,2,14000.0,37.83783783783784
3904,2 BHK Apartment ,950,Kanjurmarg,35000,,2.0,No Deposit,Semi-Furnished,apartment,2,17500.0,36.8421052631579
3905,2 BHK Apartment ,950,Kanjurmarg,35000,,2.0,No Deposit,Semi-Furnished,apartment,2,17500.0,36.8421052631579
3906,3 BHK Apartment ,2300,Andheri West,85000,,3.0,No Deposit,Furnished,apartment,3,28333.333333333332,36.95652173913044
3907,2 BHK Apartment ,1070,Andheri West,55000,,2.0,No Deposit,Unfurnished,apartment,2,27500.0,51.401869158878505
3908,3 BHK Apartment ,1400,Andheri West,62000,,3.0,No Deposit,Furnished,apartment,3,20666.666666666668,44.285714285714285
3909,2 BHK Apartment ,990,Andheri West,53000,,2.0,No Deposit,Unfurnished,apartment,2,26500.0,53.535353535353536
3910,2 BHK Apartment ,1150,Andheri West,65000,,2.0,No Deposit,Unfurnished,apartment,2,32500.0,56.52173913043478
3911,3 BHK Apartment ,1640,Andheri West,120000,,4.0,No Deposit,Unfurnished,apartment,3,40000.0,73.17073170731707
3912,3 BHK Apartment ,1560,Andheri West,85000,,3.0,No Deposit,Furnished,apartment,3,28333.333333333332,54.48717948717949
3913,2 BHK Apartment ,1400,Andheri West,85000,,2.0,No Deposit,Furnished,apartment,2,42500.0,60.714285714285715
3914,3 BHK Apartment ,1550,Andheri West,80000,,3.0,No Deposit,Semi-Furnished,apartment,3,26666.666666666668,51.61290322580645
3915,3 BHK Apartment ,1450,Andheri West,85000,,3.0,No Deposit,Furnished,apartment,3,28333.333333333332,58.62068965517241
3916,3 BHK Apartment ,1650,Andheri West,125000,,3.0,No Deposit,Furnished,apartment,3,41666.666666666664,75.75757575757575
3917,2 BHK Apartment ,1050,Juhu,70000,,2.0,No Deposit,Furnished,apartment,2,35000.0,66.66666666666667
3918,3 BHK Apartment ,1400,Andheri West,75000,,3.0,No Deposit,Furnished,apartment,3,25000.0,53.57142857142857
3919,2 BHK Apartment ,1100,Andheri West,75000,,2.0,No Deposit,Furnished,apartment,2,37500.0,68.18181818181819
3920,2 BHK Apartment ,1020,Andheri West,65000,,2.0,No Deposit,Furnished,apartment,2,32500.0,63.72549019607843
3921,1 BHK Apartment ,750,Andheri West,40000,,1.0,No Deposit,Furnished,apartment,1,40000.0,53.333333333333336
3922,1 BHK Apartment ,650,Andheri West,38000,,1.0,No Deposit,Furnished,apartment,1,38000.0,58.46153846153846
3923,3 BHK Apartment ,1600,Andheri West,90000,,3.0,No Deposit,Unfurnished,apartment,3,30000.0,56.25
3924,2 BHK Apartment ,1240,Andheri West,70000,,2.0,No Deposit,Furnished,apartment,2,35000.0,56.45161290322581
3925,2 BHK Apartment ,1250,Andheri West,90000,,2.0,No Deposit,Unfurnished,apartment,2,45000.0,72.0
3926,3 BHK Apartment ,1550,Andheri West,100000,,3.0,No Deposit,Furnished,apartment,3,33333.333333333336,64.51612903225806
3927,2 BHK Apartment ,1000,Andheri West,85000,,2.0,No Deposit,Unfurnished,apartment,2,42500.0,85.0
3928,2 BHK Apartment ,950,Andheri West,80000,,2.0,No Deposit,Semi-Furnished,apartment,2,40000.0,84.21052631578948
3929,3 BHK Apartment ,1500,Andheri West,80000,,3.0,No Deposit,Unfurnished,apartment,3,26666.666666666668,53.333333333333336
3930,3 BHK Apartment ,1450,Andheri West,80000,,3.0,No Deposit,Semi-Furnished,apartment,3,26666.666666666668,55.172413793103445
3931,2 BHK Apartment ,900,Andheri West,70000,,2.0,No Deposit,Furnished,apartment,2,35000.0,77.77777777777777
3932,2 BHK Apartment ,940,Andheri West,70000,,2.0,No Deposit,Furnished,apartment,2,35000.0,74.46808510638297
3933,2 BHK Apartment ,880,Andheri West,55000,,2.0,No Deposit,Semi-Furnished,apartment,2,27500.0,62.5
3934,1 BHK Apartment ,750,Andheri West,49000,,1.0,No Deposit,Furnished,apartment,1,49000.0,65.33333333333333
3935,2 BHK Apartment ,1150,Andheri East,65000,,2.0,No Deposit,Furnished,apartment,2,32500.0,56.52173913043478
3936,2 BHK Apartment ,1150,Andheri West,60000,,2.0,No Deposit,Semi-Furnished,apartment,2,30000.0,52.17391304347826
3937,2 BHK Apartment ,1100,Andheri East,57000,,2.0,No Deposit,Semi-Furnished,apartment,2,28500.0,51.81818181818182
3938,1 BHK Apartment ,600,Andheri West,42000,,1.0,No Deposit,Semi-Furnished,apartment,1,42000.0,70.0
3939,2 BHK Apartment ,950,Andheri West,55000,,2.0,No Deposit,Furnished,apartment,2,27500.0,57.89473684210526
3940,2 BHK Apartment ,950,Andheri West,55000,,2.0,No Deposit,Furnished,apartment,2,27500.0,57.89473684210526
3941,2 BHK Apartment ,950,Andheri West,55000,,2.0,No Deposit,Furnished,apartment,2,27500.0,57.89473684210526
3942,2 BHK Apartment ,1000,Andheri West,55000,,2.0,No Deposit,Furnished,apartment,2,27500.0,55.0
3943,2 BHK Apartment ,1000,Andheri West,55000,,2.0,No Deposit,Furnished,apartment,2,27500.0,55.0
3944,2 BHK Apartment ,1050,Andheri West,52000,,2.0,No Deposit,Unfurnished,apartment,2,26000.0,49.523809523809526
3945,1 BHK Apartment ,650,DN Nagar,35000,,2.0,No Deposit,Furnished,apartment,1,35000.0,53.84615384615385
3946,3 BHK Apartment ,1350,Andheri West,70000,,2.0,No Deposit,Semi-Furnished,apartment,3,23333.333333333332,51.851851851851855
3947,1 BHK Apartment ,600,Andheri West,35000,,1.0,No Deposit,Furnished,apartment,1,35000.0,58.333333333333336
3948,1 BHK Apartment ,600,Andheri West,38000,,1.0,No Deposit,Semi-Furnished,apartment,1,38000.0,63.333333333333336
3949,2 BHK Apartment ,1050,Andheri West,75000,,2.0,No Deposit,Furnished,apartment,2,37500.0,71.42857142857143
3950,2 BHK Apartment ,1050,Andheri West,75000,,2.0,No Deposit,Furnished,apartment,2,37500.0,71.42857142857143
3951,3 BHK Apartment ,2200,Andheri West,140000,,3.0,No Deposit,Furnished,apartment,3,46666.666666666664,63.63636363636363
3952,4 BHK Apartment ,1900,Andheri West,180000,,4.0,No Deposit,Furnished,apartment,4,45000.0,94.73684210526316
3953,2 BHK Apartment ,950,Andheri West,65000,,2.0,No Deposit,Furnished,apartment,2,32500.0,68.42105263157895
3954,2 BHK Apartment ,925,Andheri West,48000,,2.0,No Deposit,Unfurnished,apartment,2,24000.0,51.891891891891895
3955,1 BHK Apartment ,620,Andheri West,46000,,2.0,No Deposit,Furnished,apartment,1,46000.0,74.19354838709677
3956,1 BHK Apartment ,650,Andheri West,33000,,1.0,No Deposit,Unfurnished,apartment,1,33000.0,50.76923076923077
3957,2 BHK Apartment ,1050,Andheri West,70000,,2.0,No Deposit,Furnished,apartment,2,35000.0,66.66666666666667
3958,2 BHK Apartment ,950,Andheri West,55000,,2.0,No Deposit,Furnished,apartment,2,27500.0,57.89473684210526
3959,3 BHK Apartment ,1300,Andheri West,70000,,3.0,No Deposit,Unfurnished,apartment,3,23333.333333333332,53.84615384615385
3960,1 BHK Apartment ,650,Andheri West,38000,,1.0,No Deposit,Unfurnished,apartment,1,38000.0,58.46153846153846
3961,2 BHK Apartment ,1100,Andheri West,53000,,2.0,No Deposit,Semi-Furnished,apartment,2,26500.0,48.18181818181818
3962,2 BHK Apartment ,1025,Andheri West,52000,,2.0,No Deposit,Unfurnished,apartment,2,26000.0,50.73170731707317
3963,2 BHK Apartment ,1100,Malad West,47000,,2.0,No Deposit,Furnished,apartment,2,23500.0,42.72727272727273
3964,1 BHK Apartment ,750,Andheri West,40000,,1.0,No Deposit,Furnished,apartment,1,40000.0,53.333333333333336
3965,1 BHK Apartment ,650,Andheri West,45000,,1.0,No Deposit,Furnished,apartment,1,45000.0,69.23076923076923
3966,3 BHK Apartment ,1800,Andheri West,85000,,3.0,No Deposit,Semi-Furnished,apartment,3,28333.333333333332,47.22222222222222
3967,3 BHK Apartment ,2450,Andheri West,165000,,3.0,No Deposit,Furnished,apartment,3,55000.0,67.34693877551021
3968,1 BHK Apartment ,580,Andheri West,32000,,1.0,No Deposit,Semi-Furnished,apartment,1,32000.0,55.172413793103445
3969,2 BHK Apartment ,1100,Andheri West,60000,,2.0,No Deposit,Furnished,apartment,2,30000.0,54.54545454545455
3970,2 BHK Apartment ,970,Jogeshwari West,50000,,2.0,No Deposit,Unfurnished,apartment,2,25000.0,51.54639175257732
3971,2 BHK Apartment ,1030,Andheri West,60000,,2.0,No Deposit,Furnished,apartment,2,30000.0,58.25242718446602
3972,2 BHK Apartment ,1040,Andheri West,57000,,2.0,No Deposit,Unfurnished,apartment,2,28500.0,54.80769230769231
3973,2 BHK Apartment ,740,Kanjurmarg,28000,,2.0,No Deposit,Semi-Furnished,apartment,2,14000.0,37.83783783783784
3974,2 BHK Apartment ,740,Kanjurmarg,28000,,2.0,No Deposit,Semi-Furnished,apartment,2,14000.0,37.83783783783784
3975,2 BHK Apartment ,950,Kanjurmarg,35000,,2.0,No Deposit,Semi-Furnished,apartment,2,17500.0,36.8421052631579
3976,2 BHK Apartment ,950,Kanjurmarg,35000,,2.0,No Deposit,Semi-Furnished,apartment,2,17500.0,36.8421052631579
3977,2 BHK Apartment ,1008,Mulund West,38000,,2.0,No Deposit,Semi-Furnished,apartment,2,19000.0,37.698412698412696
3978,2 BHK Apartment ,1008,Mulund West,38000,,2.0,No Deposit,Semi-Furnished,apartment,2,19000.0,37.698412698412696
3979,2 BHK Apartment ,1008,Mulund West,38000,,2.0,No Deposit,Semi-Furnished,apartment,2,19000.0,37.698412698412696
3980,2 BHK Apartment ,1008,Mulund West,38000,,2.0,No Deposit,Semi-Furnished,apartment,2,19000.0,37.698412698412696
3981,2 BHK Apartment ,1008,Mulund West,38000,,2.0,No Deposit,Semi-Furnished,apartment,2,19000.0,37.698412698412696
3982,2 BHK Apartment ,1008,Mulund West,38000,,2.0,No Deposit,Semi-Furnished,apartment,2,19000.0,37.698412698412696
3983,2 BHK Apartment ,1008,Mulund West,38000,,2.0,No Deposit,Semi-Furnished,apartment,2,19000.0,37.698412698412696
3984,2 BHK Apartment ,1008,Mulund West,38000,,2.0,No Deposit,Semi-Furnished,apartment,2,19000.0,37.698412698412696
3985,2 BHK Apartment ,1008,Mulund West,38000,,2.0,No Deposit,Semi-Furnished,apartment,2,19000.0,37.698412698412696
3986,2 BHK Apartment ,1008,Mulund West,38000,,2.0,No Deposit,Semi-Furnished,apartment,2,19000.0,37.698412698412696
3987,2 BHK Apartment ,1008,Mulund West,38000,,2.0,No Deposit,Semi-Furnished,apartment,2,19000.0,37.698412698412696
3988,2 BHK Apartment ,1008,Mulund West,38000,,2.0,No Deposit,Semi-Furnished,apartment,2,19000.0,37.698412698412696
3989,2 BHK Apartment ,1008,Mulund West,38000,,2.0,No Deposit,Semi-Furnished,apartment,2,19000.0,37.698412698412696
3990,2 BHK Apartment ,1008,Mulund West,38000,,2.0,No Deposit,Semi-Furnished,apartment,2,19000.0,37.698412698412696
3991,2 BHK Apartment ,1008,Mulund West,38000,,2.0,No Deposit,Semi-Furnished,apartment,2,19000.0,37.698412698412696
3992,2 BHK Apartment ,1008,Mulund West,38000,,2.0,No Deposit,Semi-Furnished,apartment,2,19000.0,37.698412698412696
3993,2 BHK Apartment ,1008,Mulund West,38000,,2.0,No Deposit,Semi-Furnished,apartment,2,19000.0,37.698412698412696
3994,3 BHK Apartment ,1248,Mulund West,42000,,2.0,No Deposit,Semi-Furnished,apartment,3,14000.0,33.65384615384615
3995,3 BHK Apartment ,1248,Mulund West,42000,,2.0,No Deposit,Semi-Furnished,apartment,3,14000.0,33.65384615384615
3996,3 BHK Apartment ,1248,Mulund West,42000,,2.0,No Deposit,Semi-Furnished,apartment,3,14000.0,33.65384615384615
3997,3 BHK Apartment ,1248,Mulund West,42000,,2.0,No Deposit,Semi-Furnished,apartment,3,14000.0,33.65384615384615
3998,3 BHK Apartment ,1248,Mulund West,42000,,2.0,No Deposit,Semi-Furnished,apartment,3,14000.0,33.65384615384615
3999,3 BHK Apartment ,1248,Mulund West,42000,,2.0,No Deposit,Semi-Furnished,apartment,3,14000.0,33.65384615384615
4000,3 BHK Apartment ,1248,Mulund West,42000,,2.0,No Deposit,Semi-Furnished,apartment,3,14000.0,33.65384615384615
4001,3 BHK Apartment ,1248,Mulund West,42000,,2.0,No Deposit,Semi-Furnished,apartment,3,14000.0,33.65384615384615
4002,3 BHK Apartment ,1248,Mulund West,42000,,2.0,No Deposit,Semi-Furnished,apartment,3,14000.0,33.65384615384615
4003,3 BHK Apartment ,1248,Mulund West,42000,,2.0,No Deposit,Semi-Furnished,apartment,3,14000.0,33.65384615384615
4004,3 BHK Apartment ,1248,Mulund West,42000,,2.0,No Deposit,Semi-Furnished,apartment,3,14000.0,33.65384615384615
4005,3 BHK Apartment ,1248,Mulund West,42000,,2.0,No Deposit,Semi-Furnished,apartment,3,14000.0,33.65384615384615
4006,3 BHK Apartment ,1248,Mulund West,42000,,2.0,No Deposit,Semi-Furnished,apartment,3,14000.0,33.65384615384615
4007,3 BHK Apartment ,1248,Mulund West,42000,,2.0,No Deposit,Semi-Furnished,apartment,3,14000.0,33.65384615384615
4008,3 BHK Apartment ,1248,Mulund West,42000,,2.0,No Deposit,Semi-Furnished,apartment,3,14000.0,33.65384615384615
4009,1 BHK Apartment ,800,Andheri West,32000,,2.0,No Deposit,Unfurnished,apartment,1,32000.0,40.0
4010,2 BHK Apartment ,862,Kandivali East,36000,,2.0,No Deposit,Furnished,apartment,2,18000.0,41.76334106728538
4011,1 BHK Apartment ,740,Powai,28000,,1.0,No Deposit,Semi-Furnished,apartment,1,28000.0,37.83783783783784
4012,1 BHK Apartment ,740,Powai,29000,,1.0,No Deposit,Semi-Furnished,apartment,1,29000.0,39.189189189189186
4013,1 BHK Apartment ,740,Powai,29000,,1.0,No Deposit,Semi-Furnished,apartment,1,29000.0,39.189189189189186
4014,1 BHK Apartment ,740,Powai,29000,,1.0,No Deposit,Semi-Furnished,apartment,1,29000.0,39.189189189189186
4015,2 BHK Apartment ,1060,Mulund West,39000,,2.0,No Deposit,Semi-Furnished,apartment,2,19500.0,36.79245283018868
4016,2 BHK Apartment ,1060,Mulund West,39000,,2.0,No Deposit,Semi-Furnished,apartment,2,19500.0,36.79245283018868
4017,2 BHK Apartment ,1060,Mulund West,39000,,2.0,No Deposit,Semi-Furnished,apartment,2,19500.0,36.79245283018868
4018,2 BHK Apartment ,1060,Mulund West,39000,,2.0,No Deposit,Semi-Furnished,apartment,2,19500.0,36.79245283018868
4019,2 BHK Apartment ,1060,Mulund West,39000,,2.0,No Deposit,Semi-Furnished,apartment,2,19500.0,36.79245283018868
4020,2 BHK Apartment ,1060,Mulund West,39000,,2.0,No Deposit,Semi-Furnished,apartment,2,19500.0,36.79245283018868
4021,2 BHK Apartment ,1060,Mulund West,39000,,2.0,No Deposit,Semi-Furnished,apartment,2,19500.0,36.79245283018868
4022,2 BHK Apartment ,1060,Mulund West,39000,,2.0,No Deposit,Semi-Furnished,apartment,2,19500.0,36.79245283018868
4023,2 BHK Apartment ,1060,Mulund West,39000,,2.0,No Deposit,Semi-Furnished,apartment,2,19500.0,36.79245283018868
4024,2 BHK Apartment ,1060,Mulund West,39000,,2.0,No Deposit,Semi-Furnished,apartment,2,19500.0,36.79245283018868
4025,2 BHK Apartment ,1060,Mulund West,39000,,2.0,No Deposit,Semi-Furnished,apartment,2,19500.0,36.79245283018868
4026,2 BHK Apartment ,1060,Mulund West,39000,,2.0,No Deposit,Semi-Furnished,apartment,2,19500.0,36.79245283018868
4027,2 BHK Apartment ,1060,Mulund West,39000,,2.0,No Deposit,Semi-Furnished,apartment,2,19500.0,36.79245283018868
4028,1 RK Studio Apartment ,280,Ghansoli,7000,,1.0,No Deposit,Unfurnished,studio,1,7000.0,25.0
4029,2 BHK Apartment ,980,Andheri West,57000,,2.0,No Deposit,Unfurnished,apartment,2,28500.0,58.16326530612245
4030,1 BHK Apartment ,950,Andheri West,55000,,1.0,No Deposit,Furnished,apartment,1,55000.0,57.89473684210526
4031,1 BHK Apartment ,780,Andheri West,55000,,1.0,No Deposit,Furnished,apartment,1,55000.0,70.51282051282051
4032,1 BHK Apartment ,750,Andheri West,52000,,1.0,No Deposit,Furnished,apartment,1,52000.0,69.33333333333333
4033,2 BHK Apartment ,1050,Andheri West,55000,,2.0,No Deposit,Furnished,apartment,2,27500.0,52.38095238095238
